word,similarword,meaning
myriad,gobs,A countless or extremely great number of people or things.
pyre,fuel,"A heap of combustible material, especially one for burning a corpse as part of a funeral ceremony."
plaque,patch,"An ornamental tablet, typically of metal, porcelain, or wood, that is fixed to a wall or other surface in commemoration of a person or event."
unscathed,untouched,"Without suffering any injury, damage, or harm."
irrevocable,permanent,"Not able to be changed, reversed, or recovered; final."
pious,devout,Devoutly religious.
coda,windup,"The concluding passage of a piece or movement, typically forming an addition to the basic structure."
rife,popular,(especially of something undesirable) of common occurrence; widespread.
ineffable,heavenly,Too great or extreme to be expressed or described in words.
Fawn,yearling,A young deer in its first year.
Impervious,imperviable,Not allowing fluid to pass through.
abhor,abominate,Regard with disgust and hatred.
perjury,deceitfulness,The offence of wilfully telling an untruth or making a misrepresentation under oath.
colander,sifter,A perforated bowl used to strain off liquid from food after washing or cooking.
raconteur,anecdotist,A person who tells anecdotes in a skilful and amusing way.
eddy,swirl,A circular movement of water causing a small whirlpool.
colloquial,conversational,(of language) used in ordinary or familiar conversation; not formal or literary.
hapless,unlucky,(especially of a person) unfortunate.
puerile,callow,Childishly silly and immature.
contiguous,adjoining,Sharing a common border; touching.
skiff,canoe,"A light rowing boat or sculling boat, typically for one person."
seminal,influential,Strongly influencing later developments.
salacious,indecent,Having or conveying undue or inappropriate interest in sexual matters.
incipient,embryonic,Beginning to happen or develop.
salutary,healthful,(especially with reference to something unwelcome or unpleasant) producing good effects; beneficial.
implosion,decline,An instance of something collapsing violently inwards.
Ignominy,maneuver,Public shame or disgrace.
torment,dispatch,Severe physical or mental suffering.
pinch,deceit,"Grip (something, typically a person's flesh) tightly and sharply between finger and thumb."
contemn,get,Treat or regard with contempt.
Enhance,name,"Intensify, increase, or further improve the quality, value, or extent of."
Plummet,needle,Fall or drop straight down at high speed.
Inertia,pluck,A tendency to do nothing or to remain unchanged.
Redress,sad,Remedy or set right (an undesirable or unfair situation)
Impropriety,trash,Failure to observe standards of honesty or modesty; improper behaviour or character.
Dogma,agitation,A principle or set of principles laid down by an authority as incontrovertibly true.
sanity,banal,The ability to think and behave in a normal and rational manner; sound mental health.
alloy,bent,"A metal made by combining two or more metallic elements, especially to give greater strength or resistance to corrosion."
sash,cross,"A long strip or loop of cloth worn over one shoulder or round the waist, especially as part of a uniform or official dress."
consume,ditch,"Eat, drink, or ingest (food or drink)"
encumbrance,druthers,An impediment or burden.
undulate,ease,Move or go with a smooth up-and-down motion.
cabal,formula,A secret political clique or faction.
Upshot,presumption,"The final or eventual outcome or conclusion of a discussion, action, or series of events."
Indicted,stagger,Formally accuse of or charge with a crime.
Dirge,march,"A lament for the dead, especially one forming part of a funeral rite."
evoke,excite,"Bring or recall (a feeling, memory, or image) to the conscious mind."
conviction,mind,A formal declaration by the verdict of a jury or the decision of a judge in a court of law that someone is guilty of a criminal offence.
convoke,muster,Call together or summon (an assembly or meeting)
sophistry,deception,"The use of clever but false arguments, especially with the intention of deceiving."
Plagiarism,fraud,The practice of taking someone else's work or ideas and passing them off as one's own.
Abasement,dishonor,The action or fact of abasing or being abased; humiliation or degradation.
Nuzzle,pet,Rub or push against gently with the nose and mouth.
Enshroud,conceal,Envelop completely and hide from view.
Envenom,injure,Put poison on or into; make poisonous.
Trinket,rock,A small ornament or item of jewellery that is of little value.
Capitulate,submit,Cease to resist an opponent or an unwelcome demand; yield.
Certitude,assurance,Absolute certainty or conviction that something is the case.
Adumbrate,obscure,Represent in outline.
Leaven,raise,"A substance, typically yeast, that is used in dough to make it rise."
Aver,state,State or assert to be the case.
Expatiate,develop,Speak or write in detail about.
Dally,drag,Act or move slowly.
exorbitant,outrageous,(of a price or amount charged) unreasonably high.
Spurious,phony,Not being what it purports to be; false or fake.
Frugal,prudent,Sparing or economical as regards money or food.
Ameliorate,relieve,Make (something bad or unsatisfactory) better.
Monotony,dullness,Lack of variety and interest; tedious repetition and routine.
Satiate,fill,Satisfied to the full; sated.
hypocrisy,affectation,The practice of claiming to have higher standards or more noble beliefs than is the case.
exuberance,animation,"The quality of being full of energy, excitement, and cheerfulness; ebullience."
procrastination,pause,The action of delaying or postponing something.
fret,affront,Be constantly or visibly anxious.
husk,skin,The dry outer covering of some fruits or seeds.
supplicate,beg,Ask or beg for something earnestly or humbly.
countervail,balance,Offset the effect of (something) by countering it with something of equal force.
virago,scold,"A domineering, violent, or bad-tempered woman."
limn,draw,Depict or describe in painting or words.
Laceration,injury,A deep cut or tear in skin or flesh.
Evacuate,quit,Remove (someone) from a place of danger to a safer place.
Prerogative,authority,A right or privilege exclusive to a particular individual or class.
Vivify,refresh,Make more lively or interesting; enliven.
Moralistic,meet,Overfond of making moral judgements about others' behaviour; too ready to moralize.
Virtuosity,adroitness,Great skill in music or another artistic pursuit.
Interregnum,interval,"A period when normal government is suspended, especially between successive reigns or regimes."
Slew,clump,Turn or slide violently or uncontrollably.
Condescension,haughtiness,An attitude of patronizing superiority; disdain.
Purchase,steal,Acquire (something) by paying for it; buy.
Eloquent,passionate,Fluent or persuasive in speaking or writing.
morbid,melancholy,"Characterized by an abnormal and unhealthy interest in disturbing and unpleasant subjects, especially death and disease."
Abyss,hole,A deep or seemingly bottomless chasm.
Desiccate,dry,"Remove the moisture from (something), typically in order to preserve it."
divergence,departure,The process or state of diverging.
euphoria,transport,A feeling or state of intense excitement and happiness.
spear,partisan,"A weapon with a pointed tip, typically of steel, and a long shaft, used for thrusting or throwing."
jabber,utter,"Talk in a rapid, excited, and often incomprehensible way."
refine,strain,"Remove impurities or unwanted elements from (a substance), typically as part of an industrial process."
feud,grudge,A prolonged and bitter quarrel or dispute.
plead,beseech,Make an emotional appeal.
scalding,close,Very hot; burning.
Pastiche,copy,"An artistic work in a style that imitates that of another work, artist, or period."
vacillation,doubt,The inability to decide between different opinions or actions; indecision.
mendicant,vagabond,Given to begging.
depredation,plunder,An act of attacking or plundering.
manacle,chain,"One of two metal bands joined by a chain, for fastening a person's hands or ankles."
severance,split,The action of ending a connection or relationship.
resort,spring,A place that is frequented for holidays or recreation or for a particular purpose.
divestiture,privation,The action or process of selling off subsidiary business interests or investments.
ensign,standard,"A flag or standard, especially a military or naval one indicating nationality."
purvey,serve,"Provide or supply (food, drink, or other goods) as one's business."
countenance,face,A person's face or facial expression.
nibble,taste,Take small bites out of.
Debility,languor,"Physical weakness, especially as a result of illness."
Err,blow,Be mistaken or incorrect; make a mistake.
Predecessor,prototype,A person who held a job or office before the current holder.
Digress,drift,Leave the main subject temporarily in speech or writing.
Receptacle,box,A hollow object used to contain something.
Superlative,crack,Of the highest quality or degree.
Culpability,fault,Responsibility for a fault or wrong; blame.
Filibuster,delay,An action such as prolonged speaking which obstructs progress in a legislative assembly in a way that does not technically contravene the required procedures.
Hawser,lace,A thick rope or cable for mooring or towing a ship.
Chorales,chant,"A stately hymn tune, especially one associated with the German Lutheran Church."
Psychosis,distraction,A severe mental disorder in which thought and emotions are so impaired that contact is lost with external reality.
Taciturn,dour,(of a person) reserved or uncommunicative in speech; saying little.
treacherous,unreliable,Guilty of or involving betrayal or deception.
vindictive,malicious,Having or showing a strong or unreasoning desire for revenge.
Credible,reasonable,Able to be believed; convincing.
Fastidious,exacting,Very attentive to and concerned about accuracy and detail.
Futile,hollow,Incapable of producing any useful result; pointless.
philanthropist,helper,"A person who seeks to promote the welfare of others, especially by the generous donation of money to good causes."
scent,tang,"A distinctive smell, especially one that is pleasant."
salvage,deliver,Rescue (a wrecked or disabled ship or its cargo) from loss at sea.
dwarf,baby,"(in folklore or fantasy literature) a member of a mythical race of short, stocky humanlike creatures who are generally skilled in mining and metalworking."
odor,essence,"A distinctive smell, especially an unpleasant one."
ingest,down,"Take (food, drink, or another substance) into the body by swallowing or absorbing it."
infuriate,madden,Make (someone) extremely angry and impatient.
limp,flimsy,"Walk with difficulty, typically because of a damaged or stiff leg or foot."
mesmerize,control,Capture the complete attention of (someone); transfix.
sobriety,moderation,The state of being sober.
dislodge,disturb,Knock or force out of position.
vigilance,circumspection,The action or state of keeping careful watch for possible danger or difficulties.
deviance,deviation,"The fact or state of diverging from usual or accepted standards, especially in social or sexual behaviour."
squat,heavy,Crouch or sit with one's knees bent and one's heels close to or touching one's buttocks or the back of one's thighs.
intersperse,intermix,Scatter among or between other things; place here and there.
impiety,irreverence,Lack of piety or reverence.
telltale,prognostic,"Revealing, indicating, or betraying something."
exoneration,pardon,The action of officially absolving someone from blame; vindication.
glimmer,trace,Shine faintly with a wavering light.
insinuate,propose,Suggest or hint (something bad) in an indirect and unpleasant way.
festoon,garnish,"A chain or garland of flowers, leaves, or ribbons, hung in a curve as a decoration."
splice,tie,Join or connect (a rope or ropes) by interweaving the strands at the ends.
obtain,grab,"Get, acquire, or secure (something)"
deluge,rush,A severe flood.
subsume,incorporate,Include or absorb (something) in something else.
pucker,fold,(especially with reference to a person's face) tightly gather or contract into wrinkles or small folds.
rabble,crowd,A disorderly crowd; a mob.
simper,sneer,Smile in an affectedly coy or ingratiating manner.
surfeit,satisfaction,An excessive amount of something.
doggerel,rune,Comic verse composed in irregular rhythm.
Resignation,notice,An act of resigning from a job or office.
Retraction,recall,The action of drawing something back or back in.
Tome,work,"A book, especially a large, heavy, scholarly one."
Smelt,discover,Extract (metal) from its ore by a process involving heating and melting.
Parsimony,meanness,Extreme unwillingness to spend money or use resources.
Quarry,game,"A place, typically a large, deep pit, from which stone or other materials are or have been extracted."
Dynamic,go-ahead,"(of a process or system) characterized by constant change, activity, or progress."
Genre,group,"A style or category of art, music, or literature."
Conflagration,flaming,An extensive fire which destroys a great deal of land or property.
Emaciated,attenuate,"Abnormally thin or weak, especially because of illness or a lack of food."
Limerick,song,A humorous five-line poem with a rhyme scheme aabba.
Statute,ordinance,A written law passed by a legislative body.
Lint,warp,"Short, fine fibres which separate from the surface of cloth or yarn during processing."
Burlesque,mock,"An absurd or comically exaggerated imitation of something, especially in a literary or dramatic work; a parody."
Malleable,supple,(of a metal or other material) able to be hammered or pressed into shape without breaking or cracking.
provisional,interim,"Arranged or existing for the present, possibly to be changed later."
fetid,revolting,Smelling extremely unpleasant.
Tenuous,dubious,Very weak or slight.
Languid,laid-back,"(of a person, manner, or gesture) having or showing a disinclination for physical exertion or effort."
Precocious,intelligent,(of a child) having developed certain abilities or inclinations at an earlier age than is usual or expected.
Inscrutable,incomprehensible,Impossible to understand or interpret.
Raucous,harsh,Making or constituting a disturbingly harsh and loud noise.
Deference,acquiescence,Polite submission and respect.
Plethora,flood,A large or excessive amount of something.
retrospective,contemplative,Looking back on or dealing with past events or situations.
adulteration,deterioration,The action of making something poorer in quality by the addition of another substance.
chisel,edge,"A long-bladed hand tool with a bevelled cutting edge and a handle which is struck with a hammer or mallet, used to cut or shape wood, stone, or metal."
engulf,whelm,(of a natural force) sweep over (something) so as to surround or cover it completely.
disproof,denial,A set of facts that prove that something is untrue.
yeoman,assistant,A man holding and cultivating a small landed estate; a freeholder.
fleet,fast,"A group of ships sailing together, engaged in the same activity, or under the same ownership."
coagulation,concentration,"The action or process of a liquid, especially blood, changing to a solid or semi-solid state."
recitals,performance,A performance of a programme of music by a soloist or small group.
warmonger,hawk,A person who encourages or advocates aggression towards other countries or groups.
reciprocity,exchange,"The practice of exchanging things with others for mutual benefit, especially privileges granted by one country or organization to another."
perch,branch,"An object on which a bird alights or roosts, typically a branch or horizontal bar."
forfeit,fine,Lose or be deprived of (property or a right or privilege) as a penalty for wrongdoing.
beatify,deify,(in the Roman Catholic Church) announce the beatification of.
glut,superfluity,An excessively abundant supply of something.
gloat,vaunt,Dwell on one's own success or another's misfortune with smugness or malignant pleasure.
emote,act,(especially of an actor) portray emotion in a theatrical manner.
argot,cant,The jargon or slang of a particular group or class.
glean,harvest,"Obtain (information) from various sources, often with difficulty."
slate,register,"A fine-grained grey, green, or bluish-purple metamorphic rock easily split into smooth, flat plates."
repast,spread,A meal.
Talisman,fetish,"An object, typically an inscribed ring or stone, that is thought to have magic powers and to bring good luck."
Hedonism,debauchery,The pursuit of pleasure; sensual self-indulgence.
Therapeutic,good,Relating to the healing of disease.
Brevity,economy,Concise and exact use of words in writing or speech.
Etymology,root,The study of the origin of words and the way in which their meanings have changed throughout history.
Hyperbole,coloring,Exaggerated statements or claims not meant to be taken literally.
Deliberate,express,Done consciously and intentionally.
Impoverished,spent,(of a person or area) made poor.
Amity,friendliness,Friendly relations.
Anecdote,incident,A short amusing or interesting story about a real incident or person.
Scuttle,abandon,"A metal container with a handle, used to fetch and store coal for a domestic fire."
Sentinel,guard,A soldier or guard whose job is to stand and keep watch.
Mallet,spice,"A hammer with a large, usually wooden head."
Parity,similarity,"The state or condition of being equal, especially as regards status or pay."
Prostration,collapse,The action of lying stretched out on the ground.
Menagerie,collection,A collection of wild animals kept in captivity for exhibition.
Paucity,poverty,The presence of something in only small or insufficient quantities or amounts.
Artisan,master,"A worker in a skilled trade, especially one that involves making things by hand."
Stoke,poke,"Add coal or other solid fuel to (a fire, furnace, boiler, etc.)"
Peripheral,surface,Relating to or situated on the edge or periphery of something.
Guffaw,shout,A loud and hearty laugh.
Jeopardize,chance,"Put (someone or something) into a situation in which there is a danger of loss, harm, or failure."
Nonentity,nothing,A person or thing with no special or interesting qualities; an unimportant person or thing.
Referendum,mandate,A general vote by the electorate on a single political question which has been referred to them for a direct decision.
Zenith,eminence,The time at which something is most powerful or successful.
Erudition,brains,The quality of having or showing great knowledge or learning; scholarship.
Verbiage,pleonasm,Excessively lengthy or technical speech or writing.
Usury,stealing,The action or practice of lending money at unreasonably high rates of interest.
Atavism,lapse,A tendency to revert to something ancient or ancestral.
Banal,bland,So lacking in originality as to be obvious and boring.
negligent,inattentive,Failing to take proper care over something.
dormant,passive,(of an animal) having normal physical functions suspended or slowed down for a period of time; in or as if in a deep sleep.
boisterous,unruly,"Noisy, energetic, and cheerful."
cognizant,judicious,Having knowledge or awareness.
facile,glib,Ignoring the true complexities of an issue; superficial.
sundry,various,Of various kinds; several.
Tardy,sluggish,Delaying or delayed beyond the right or expected time; late.
Plausible,persuasive,(of an argument or statement) seeming reasonable or probable.
Resplendent,magnificent,Attractive and impressive through being richly colourful or sumptuous.
Robust,tough,Strong and healthy; vigorous.
Pallid,ghastly,"(of a person's face) pale, typically because of poor health."
Prolific,rich,"(of a plant, animal, or person) producing much fruit or foliage or many offspring."
Innate,inherent,Inborn; natural.
Fortuitous,random,Happening by chance rather than intention.
Sporadic,irregular,Occurring at irregular intervals or only in a few places; scattered or isolated.
Interminable,continuous,Endless or apparently endless (often used hyperbolically)
Niggardly,sketchy,"Ungenerous with money, time, etc.; mean."
Conventional,ordinary,Based on or in accordance with what is generally done or believed.
Quintessential,ultimate,Representing the most perfect or typical example of a quality or class.
Unprepossessing,horrid,Not attractive or appealing to the eye.
Wry,mocking,"Using or expressing dry, especially mocking, humour."
Arduous,burdensome,Involving or requiring strenuous effort; difficult and tiring.
Cacophony,discord,A harsh discordant mixture of sounds.
Metaphor,similitude,A figure of speech in which a word or phrase is applied to an object or action to which it is not literally applicable.
Pragmatic,utilitarian,Dealing with things sensibly and realistically in a way that is based on practical rather than theoretical considerations.
reiterate,ditto,"Say something again or a number of times, typically for emphasis or clarity."
commemorate,immortalize,Recall and show respect for (someone or something)
cordial,tender,Warm and friendly.
edify,teach,Instruct or improve (someone) morally or intellectually.
soar,tower,Fly or rise high in the air.
tassel,crown,"A tuft of loosely hanging threads or cords knotted at one end and attached for decoration to soft furnishings, clothing, or other items."
apostate,dissenter,A person who renounces a religious or political belief or principle.
gourmand,gourmet,A person who enjoys eating and often eats too much.
apotheosis,elevation,The highest point in the development of something; a culmination or climax.
fixate,direct,Cause (someone) to develop an obsessive attachment to someone or something.
effluvia,exhaust,An unpleasant or harmful odour or discharge.
grouse,grumble,"A medium to large game bird with a plump body and feathered legs, the male being larger and more brightly coloured than the female."
august,grand,Respected and impressive.
ferment,mold,(of a substance) undergo fermentation.
reactionary,right,Opposing political or social progress or reform.
obtrusive,noticeable,Noticeable or prominent in an unwelcome or intrusive way.
preen,beautify,(of a bird) tidy and clean its feathers with its beak.
dereliction,desolation,The state of having been abandoned and become dilapidated.
molt,doff,"(of an animal) shed old feathers, hair, or skin to make way for a new growth."
flax,bang,A blue-flowered herbaceous plant that is cultivated for its seed (linseed) and for textile fibre made from its stalks.
propinquity,closeness,The state of being close to someone or something; proximity.
petrified,fossilized,So frightened that one is unable to move; terrified.
Exodus,egress,A mass departure of people.
Epicure,epicurean,A person who takes particular pleasure in fine food and drink.
Retention,confinement,"The continued possession, use, or control of something."
Delineation,picture,The action of describing or portraying something precisely.
Exegesis,analysis,"Critical explanation or interpretation of a text, especially of scripture."
Candor,uprightness,The quality of being open and honest; frankness.
Exorcism,expulsion,The expulsion or attempted expulsion of a supposed evil spirit from a person or place.
Expatriate,deportee,A person who lives outside their native country.
Caucus,parley,(in some US states) a meeting at which local members of a political party register their preference among candidates running for office or select delegates to attend a convention.
Underscore,feature,A line drawn under a word or phrase for emphasis.
Pretentious,ostentatious,Attempting to impress by affecting greater importance or merit than is actually possessed.
Anthology,digest,A published collection of poems or other pieces of writing.
Serrated,indented,Having or denoting a jagged edge; sawlike.
Archives,repository,"A collection of historical documents or records providing information about a place, institution, or group of people."
Fly-by-night,brief,"Unreliable or untrustworthy, especially in business or financial matters."
Mire,bog,A stretch of swampy or boggy ground.
Stanza,refrain,A group of lines forming the basic recurring metrical unit in a poem; a verse.
Insurgent,revolutionary,A person fighting against a government or invading force; a rebel or revolutionary.
Edifice,pile,"A large, imposing building."
Irrational,silly,Not logical or reasonable.
Consensus,concord,A general agreement.
Negligence,heedlessness,Failure to take proper care over something.
Whelp,dog,A puppy.
Contemporary,instant,Living or occurring at the same time.
Sybarite,epicure,A person who is self-indulgent in their fondness for sensuous luxury.
Novel,singular,"A fictitious prose narrative of book length, typically representing character and action with some degree of realism."
Abscission,cutting,"The natural detachment of parts of a plant, typically dead leaves and ripe fruit."
Blowhard,boaster,A boastful or pompous person.
Syllogism,reasoning,"An instance of a form of reasoning in which a conclusion is drawn from two given or assumed propositions (premises); a common or middle term is present in the two premises but not in the conclusion, which may be invalid (e.g. all dogs are animals; all animals have four legs; therefore all dogs have four legs)."
Misconstrue,mistake,Interpret (a person's words or actions) wrongly.
Renege,welsh,"Go back on a promise, undertaking, or contract."
Soliloquy,aside,"An act of speaking one's thoughts aloud when by oneself or regardless of any hearers, especially by a character in a play."
Carrion,body,The decaying flesh of dead animals.
Quisling,sympathizer,A traitor who collaborates with an enemy force occupying their country.
Symphony,harmony,"An elaborate musical composition for full orchestra, typically in four movements, at least one of which is traditionally in sonata form."
Homogeneity,agreement,The quality or state of being all the same or all of the same kind.
Sinistral,near,Of or on the left side or the left hand.
Erudite,knowledgeable,Having or showing great knowledge or learning.
Esoteric,arcane,Intended for or likely to be understood by only a small number of people with a specialized knowledge or interest.
Pristine,natural,In its original condition; unspoilt.
Tacit,indirect,Understood or implied without being stated.
suffocate,asphyxiate,Die or cause to die from lack of air or inability to breathe.
soggy,mushy,Wet and soft.
viscous,syrupy,"Having a thick, sticky consistency between solid and liquid; having a high viscosity."
immaculate,exquisite,"Perfectly clean, neat, or tidy."
coy,evasive,(especially with reference to a woman) making a pretence of shyness or modesty which is intended to be alluring.
impassive,placid,Not feeling or showing emotion.
chaste,subdued,"Abstaining from extramarital, or from all, sexual intercourse."
superfluous,excessive,"Unnecessary, especially through being more than enough."
taut,tense,Stretched or pulled tight; not slack.
raffish,jaunty,"Unconventional and slightly disreputable, especially in an attractive way."
ostensible,plausible,"Stated or appearing to be true, but not necessarily so."
Exemplary,typical,Serving as a desirable model; very good.
Lukewarm,warm,(of liquid or food that should be hot) only moderately warm; tepid.
Inadvertent,careless,Not resulting from or achieved through deliberate planning.
Extraneous,incidental,Irrelevant or unrelated to the subject being dealt with.
Unwitting,uninformed,(of a person) not aware of the full facts.
Antagonistic,combative,Showing or feeling active opposition or hostility towards someone or something.
Prodigious,fantastic,"Remarkably or impressively great in extent, size, or degree."
Fitful,desultory,Active or occurring spasmodically or intermittently; not regular or steady.
Smorgasbord,buffet,A range of open sandwiches and delicacies served as hors d'oeuvres or a buffet.
Intermittent,infrequent,Occurring at irregular intervals; not continuous or steady.
Strident,loud,(of a sound) loud and harsh; grating.
Vociferous,strident,Expressing or characterized by vehement opinions; loud and forceful.
Weighty,ponderous,Weighing a great deal; heavy.
Susceptible,affected,Likely or liable to be influenced or harmed by a particular thing.
Wispy,nebulous,"(of hair, threads, smoke, etc.) fine; feathery."
Jubilant,exuberant,Feeling or expressing great happiness and triumph.
Sinecure,pushover,A position requiring little or no work but giving the holder status or financial benefit.
Faddish,attractive,Intensely fashionable or popular for a short period of time.
Sinewy,sturdy,Consisting of or resembling sinews.
Frieze,decoration,"A broad horizontal band of sculpted or painted decoration, especially on a wall near the ceiling."
Cataclysmic,ruinous,(of a natural event) large-scale and violent.
Convoluted,confused,"(especially of an argument, story, or sentence) extremely complex and difficult to follow."
Plastic,bending,"A synthetic material made from a wide range of organic polymers such as polyethylene, PVC, nylon, etc., that can be moulded into shape while soft, and then set into a rigid or slightly elastic form."
introspection,egoism,The examination or observation of one's own mental and emotional processes.
curriculum,schedule,The subjects comprising a course of study in a school or college.
surcharge,cost,An additional charge or payment.
chortle,guffaw,"Laugh in a noisy, gleeful way."
apprise,enlighten,Inform or tell (someone)
poncho,wrap,"A garment of a type originally worn in South America, made of a thick piece of woollen cloth with a slit in the middle for the head."
endearing,winning,Inspiring affection.
inferno,Hades,A large fire that is dangerously out of control.
penitent,repentant,Feeling or showing sorrow and regret for having done wrong; repentant.
incursion,irruption,"An invasion or attack, especially a sudden or brief one."
brummagem,tinsel,Relating to Birmingham or the dialect of English spoken there.
fustian,ranting,"Thick, hard-wearing twilled cloth with a short nap, usually dyed in dark colours."
Remuneration,compensation,Money paid for work or a service.
Restorative,corrective,"Having the ability to restore health, strength, or well-being."
Hieroglyphics,hand,Writing consisting of hieroglyphs.
Titter,cackle,"Give a short, half-suppressed laugh; giggle."
Alchemy,sorcery,"The medieval forerunner of chemistry, concerned with the transmutation of matter, in particular with attempts to convert base metals into gold or find a universal elixir."
Caldron,boiler,"A large metal pot with a lid and handle, used for cooking over an open fire."
Palliative,relaxing,(of a medicine or medical care) relieving pain without dealing with the cause of the condition.
Antiquated,aged,Old-fashioned or outdated.
Inebriation,intoxication,Drunkenness; intoxication.
Vagrant,itinerant,A person without a settled home or regular work who wanders from place to place and lives by begging.
Clairvoyant,visionary,A person who claims to have a supernatural ability to perceive events in the future or beyond normal sensory contact.
Mercenary,grasping,Primarily concerned with making money at the expense of ethics.
Innovate,induct,"Make changes in something established, especially by introducing new methods, ideas, or products."
Galleon,bark,"A sailing ship in use (especially by Spain) from the 15th to the 18th centuries, originally as a warship, later for trade. Galleons were typically square-rigged and had three or more decks and masts."
Subversive,underground,Seeking or intended to subvert an established system or institution.
Neologism,slang,A newly coined word or expression.
Gullibility,artlessness,A tendency to be easily persuaded that something is real or true; credulity.
Emollient,demulcent,Having the quality of softening or soothing the skin.
Papyrus,rag,"A material prepared in ancient Egypt from the pithy stem of a water plant, used in sheets throughout the ancient Mediterranean world for writing or painting on and also for making articles such as rope."
Arbitrator,maven,An independent person or body officially appointed to settle a dispute.
Gavel,hammer,"A small hammer with which an auctioneer, a judge, or the chair of a meeting hits a surface to call for attention or order."
Decimated,execute,"Kill, destroy, or remove a large proportion of."
Purist,idealist,"A person who insists on absolute adherence to traditional rules or structures, especially in language or style."
Manipulative,guarded,Exercising unscrupulous control or influence over a person or situation.
Aesthetic,creative,Concerned with beauty or the appreciation of beauty.
Estimable,esteemed,Worthy of great respect.
Luminous,brilliant,Giving off light; bright or shining.
premature,incomplete,Occurring or done before the usual or proper time; too early.
reminiscent,evocative,Tending to remind one of something.
buoyant,resilient,Able or tending to keep afloat or rise to the top of a liquid or gas.
precursory,inaugural,"Preceding something in time, development, or position; preliminary."
feral,ferocious,"(especially of an animal) in a wild state, especially after escape from captivity or domestication."
sodden,soaked,"Saturated with liquid, especially water; soaked through."
tangential,unrelated,Relating to or along a tangent.
picaresque,disjointed,Relating to an episodic style of fiction dealing with the adventures of a rough and dishonest but appealing hero.
Creditable,admirable,"(of a performance, effort, or action) deserving public acknowledgement and praise but not necessarily outstanding or successful."
Tentative,unsettled,Not certain or fixed; provisional.
Defunct,obsolete,No longer existing or functioning.
Lofty,towering,Of imposing height.
Prescient,farsighted,Having or showing knowledge of events before they take place.
Inconsequential,insignificant,Not important or significant.
Apocryphal,fictitious,"(of a story or statement) of doubtful authenticity, although widely circulated as being true."
Peerless,unrivaled,Unequalled; unrivalled.
Glacial,frosty,"Relating to or denoting the presence or agency of ice, especially in the form of glaciers."
Redundant,superfluous,Not or no longer needed or useful; superfluous.
Corpulent,burly,(of a person) fat.
Tendentious,prejudicial,"Expressing or intending to promote a particular cause or point of view, especially a controversial one."
Torrid,blazing,Very hot and dry.
Pedantic,abstruse,Excessively concerned with minor details or rules; overscrupulous.
Rekindle,renew,Relight (a fire)
Ingenuous,artless,(of a person or action) innocent and unsuspecting.
somersault,gymnastics,An acrobatic movement in which a person turns head over heels in the air or on the ground and lands or finishes on their feet.
acclaimed,cheered,Publicly praised; celebrated.
rejuvenation,stimulation,"The action or process of making someone or something look or feel better, younger, or more vital."
scribble,doodle,Write or draw (something) carelessly or hurriedly.
commuter,straphanger,A person who travels some distance to work on a regular basis.
inclined,disposed,Leaning or turning away from the vertical or horizontal; sloping.
retrograde,declining,Directed or moving backwards.
earthenware,pottery,Pottery made of clay fired to a porous state which can be made impervious to liquids by the use of a glaze.
punitive,punitory,Inflicting or intended as punishment.
propagation,generation,The breeding of specimens of a plant or animal by natural processes from the parent stock.
ineptitude,clumsiness,Lack of skill or ability.
soot,ashes,"A deep black powdery or flaky substance consisting largely of amorphous carbon, produced by the incomplete burning of organic matter."
floe,berg,A sheet of floating ice.
bask,sun,"Lie exposed to warmth and light, typically from the sun, for relaxation and pleasure."
matriculation,acceptance,The action of matriculating at a college or university.
susceptibility,awareness,The state or fact of being likely or liable to be influenced or harmed by a particular thing.
ale,beer,"Any beer other than lager, stout, or porter."
commodious,convenient,Roomy and comfortable.
recast,copied,Give (a metal object) a different form by melting it down and reshaping it.
engrossing,consuming,Absorbing all one's attention or interest.
stingy,ungenerous,Mean; ungenerous.
dynamo,achiever,"A machine for converting mechanical energy into electrical energy, typically by means of rotating coils of copper wire in a magnetic field."
corporeal,material,"Relating to a person's body, especially as opposed to their spirit."
interim,acting,The intervening time.
Palpable,tangible,(of a feeling or atmosphere) so intense as to seem almost tangible.
endemic,local,(of a disease or condition) regularly found among particular people or in a certain area.
Hamper,bassinet,"A basket with a carrying handle and a hinged lid, used for food, cutlery, and plates on a picnic."
Hangar,barracks,"A large building with an extensive floor area, typically for housing aircraft."
Plaintiff,suer,A person who brings a case against another in a court of law.
Tangible,palpable,Perceptible by touch.
Tenacious,retentive,Tending to keep a firm hold of something; clinging or adhering closely.
Legend,narrative,A traditional story sometimes popularly regarded as historical but not authenticated.
Bureaucracy,directorate,A system of government in which most of the important decisions are taken by state officials rather than by elected representatives.
Hypochondriac,valetudinarian,A person who is abnormally anxious about their health.
Legion,myriad,"A division of 3,000–6,000 men, including a complement of cavalry, in the ancient Roman army."
Potable,edible,Safe to drink; drinkable.
Preamble,prelude,A preliminary or preparatory statement; an introduction.
Lobbyist,powerbroker,A person who takes part in an organized attempt to influence legislators.
Immutable,changeless,Unchanging over time or unable to be changed.
Longevity,lastingness,Long life.
Truant,AWOL,A pupil who stays away from school without leave or explanation.
Cartographer,measurer,A person who draws or produces maps.
Palatable,toothsome,(of food or drink) pleasant to taste.
Unequivocal,univocal,Leaving no doubt; unambiguous.
Parched,burned,Dried out with heat.
